plate.no,s1,s2,s1.rate,s2.rate,s1.win,s1.loss,draw,s1.initial.mm,s2.initial.mm,s1.cbh,s2.cbh,s1.phos,s2.phos,s1.nag,s2.nag,s1.lap,s2.lap,s1.bg,s2.bg,s1.perox1,s1.phenox,s1.perox2,s2.perox1,s2.phenox,s2.perox2,s1.density,s2.density,s2.decomp,s1.decomp
272,p.pend.n,t.chion.n,4.06,3.88,0,0,1,13,14,0.0953101798,0.9162907319,2.8332133441,0.5877866649,2.8622008809,3.8649313979,-9.210340372,-9.210340372,1.064710737,2.701361213,-9.210340372,-2.009915479,3.4857529679,-9.210340372,-9.210340372,-0.2613647641,0.32,0.06,17.29304279,1.276821072
273,p.robin.n,p.rufa.acer.n,2.3,8.75,0,1,0,8,19,0.2623642645,0.0953101798,2.6810215287,1.064710737,2.0668627595,0.3364722366,-9.210340372,-9.210340372,0.5877866649,-0.5108256238,-0.3181412799,-0.8928183757,3.4574516832,-2.6882475738,-0.7486598905,3.4752529715,0.07,0.14,22.35752392,4.286605861
274,p.robin.n,p.rufa.acer.s,2.3,8.51,0,0,1,9,18,0.2623642645,0.0953101798,2.6810215287,-0.1053605157,2.0668627595,0.6418538862,-9.210340372,-9.210340372,0.5877866649,0.4700036292,-0.3181412799,-0.8928183757,3.4574516832,-9.210340372,-2.6172958378,2.761590968,0.07,0.27,18.86224753,4.286605861
275,p.robin.n,p.sang.s,2.3,4.97,0,0,1,7,20,0.2623642645,0,2.6810215287,0.3364722366,2.0668627595,0.1823215568,-9.210340372,-9.210340372,0.5877866649,0.6418538862,-0.3181412799,-0.8928183757,3.4574516832,-1.6873994539,-1.9696906777,2.784270227,0.07,0.02,18.52482836,4.286605861
277,p.robin.n,s.comm.n,2.3,4.41,0,0,1,0,0,0.2623642645,0,2.6810215287,2.6602595373,2.0668627595,3.3603753871,-9.210340372,-9.210340372,0.5877866649,1.7227665977,-0.3181412799,-0.8928183757,3.4574516832,-9.210340372,-9.210340372,-9.210340372,0.07,0.53,2.202539947,4.286605861
278,p.robin.n,s.comm.s,2.3,2.57,0,0,1,10,17,0.2623642645,0.3364722366,2.6810215287,2.8273136219,2.0668627595,1.5040773968,-9.210340372,-2.302585093,0.5877866649,1.9169226122,-0.3181412799,-0.8928183757,3.4574516832,-9.210340372,-9.210340372,-9.210340372,0.07,0.59,3.336405008,4.286605861
279,p.robin.n,t.chion.n,2.3,3.88,0,1,0,10,17,0.2623642645,0.9162907319,2.6810215287,0.5877866649,2.0668627595,3.8649313979,-9.210340372,-9.210340372,0.5877866649,2.701361213,-0.3181412799,-0.8928183757,3.4574516832,-9.210340372,-9.210340372,-0.2613647641,0.07,0.06,17.29304279,4.286605861
281,p.rufa.acer.n,p.sang.s,8.75,4.97,0,0,1,12,15,0.0953101798,0,1.064710737,0.3364722366,0.3364722366,0.1823215568,-9.210340372,-9.210340372,-0.5108256238,0.6418538862,-2.6882475738,-0.7486598905,3.4752529715,-1.6873994539,-1.9696906777,2.784270227,0.14,0.02,18.52482836,22.35752392
283,p.rufa.acer.n,s.comm.n,8.75,4.41,1,0,0,12,15,0.0953101798,0,1.064710737,2.6602595373,0.3364722366,3.3603753871,-9.210340372,-9.210340372,-0.5108256238,1.7227665977,-2.6882475738,-0.7486598905,3.4752529715,-9.210340372,-9.210340372,-9.210340372,0.14,0.53,2.202539947,22.35752392
284,p.rufa.acer.n,s.comm.s,8.75,2.57,1,0,0,14,13,0.0953101798,0.3364722366,1.064710737,2.8273136219,0.3364722366,1.5040773968,-9.210340372,-2.302585093,-0.5108256238,1.9169226122,-2.6882475738,-0.7486598905,3.4752529715,-9.210340372,-9.210340372,-9.210340372,0.14,0.59,3.336405008,22.35752392
285,p.rufa.acer.n,t.chion.n,8.75,3.88,0,0,1,12,15,0.0953101798,0.9162907319,1.064710737,0.5877866649,0.3364722366,3.8649313979,-9.210340372,-9.210340372,-0.5108256238,2.701361213,-2.6882475738,-0.7486598905,3.4752529715,-9.210340372,-9.210340372,-0.2613647641,0.14,0.06,17.29304279,22.35752392
286,p.rufa.acer.s,p.sang.s,8.51,4.97,0,0,1,13,14,0.0953101798,0,-0.1053605157,0.3364722366,0.6418538862,0.1823215568,-9.210340372,-9.210340372,0.4700036292,0.6418538862,-9.210340372,-2.6172958378,2.761590968,-1.6873994539,-1.9696906777,2.784270227,0.27,0.02,18.52482836,18.86224753
288,p.rufa.acer.s,s.comm.n,8.51,4.41,1,0,0,15,12,0.0953101798,0,-0.1053605157,2.6602595373,0.6418538862,3.3603753871,-9.210340372,-9.210340372,0.4700036292,1.7227665977,-9.210340372,-2.6172958378,2.761590968,-9.210340372,-9.210340372,-9.210340372,0.27,0.53,2.202539947,18.86224753
289,p.rufa.acer.s,s.comm.s,8.51,2.57,1,0,0,12,15,0.0953101798,0.3364722366,-0.1053605157,2.8273136219,0.6418538862,1.5040773968,-9.210340372,-2.302585093,0.4700036292,1.9169226122,-9.210340372,-2.6172958378,2.761590968,-9.210340372,-9.210340372,-9.210340372,0.27,0.59,3.336405008,18.86224753
290,p.rufa.acer.s,t.chion.n,8.51,3.88,0,0,1,13,14,0.0953101798,0.9162907319,-0.1053605157,0.5877866649,0.6418538862,3.8649313979,-9.210340372,-9.210340372,0.4700036292,2.701361213,-9.210340372,-2.6172958378,2.761590968,-9.210340372,-9.210340372,-0.2613647641,0.27,0.06,17.29304279,18.86224753
292,p.sang.s,s.comm.n,4.97,4.41,1,0,0,13,14,0,0,0.3364722366,2.6602595373,0.1823215568,3.3603753871,-9.210340372,-9.210340372,0.6418538862,1.7227665977,-1.6873994539,-1.9696906777,2.784270227,-9.210340372,-9.210340372,-9.210340372,0.02,0.53,2.202539947,18.52482836
293,p.sang.s,s.comm.s,4.97,2.57,0,0,1,14,13,0,0.3364722366,0.3364722366,2.8273136219,0.1823215568,1.5040773968,-9.210340372,-2.302585093,0.6418538862,1.9169226122,-1.6873994539,-1.9696906777,2.784270227,-9.210340372,-9.210340372,-9.210340372,0.02,0.59,3.336405008,18.52482836
294,p.sang.s,t.chion.n,4.97,3.88,0,1,0,14,13,0,0.9162907319,0.3364722366,0.5877866649,0.1823215568,3.8649313979,-9.210340372,-9.210340372,0.6418538862,2.701361213,-1.6873994539,-1.9696906777,2.784270227,-9.210340372,-9.210340372,-0.2613647641,0.02,0.06,17.29304279,18.52482836
300,s.comm.s,t.chion.n,2.57,3.88,0,0,1,11,16,0.3364722366,0.9162907319,2.8273136219,0.5877866649,1.5040773968,3.8649313979,-2.302585093,-9.210340372,1.9169226122,2.701361213,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-0.2613647641,0.59,0.06,17.29304279,3.336405008
470,p.robin.s,f.fom.n,2.14,4.71,0,0,1,7,20,-0.2231435513,0.4700036292,2.2407096893,2.7536607124,0.8329091229,2.1282317058,-9.210340372,-2.302585093,0.3364722366,0.5877866649,1.7092832474,-1.2837377728,3.4669851222,-0.9755100915,0.0544881853,3.6949609244,0.12,0.002375,21.65586125,5.627536099
539,h.crust.n,p.pend.n,1.96,4.06,0,0,1,13,14,0.6418538862,0.0953101798,2.1162555148,2.8332133441,1.4350845253,2.8622008809,-0.9162907319,-9.210340372,0.4054651081,1.064710737,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-2.009915479,3.4857529679,0.12,0.32,1.276821072,13.72876988
585,a.gal1.s,h.seti.n,0.25,4.11,0,1,0,9,18,0.1823215568,-0.5108256238,3.7864597825,1.8405496334,3.8199077165,2.2300144002,-9.210340372,-1.2039728043,1.064710737,1.7404661748,-2.8824035882,-3.4265151896,1.346773603,-1.443923474,-1.7203694731,3.3655356611,0.1,0.09,6.14045479,9.293488332
586,a.gal10.n,h.seti.n,0.35,4.11,0,1,0,10,17,0.6418538862,-0.5108256238,3.5973122606,1.8405496334,3.0955776085,2.2300144002,-9.210340372,-1.2039728043,0.8329091229,1.7404661748,-3.1010927892,-1.9661128564,0.7357276281,-1.443923474,-1.7203694731,3.3655356611,1.02,0.09,6.14045479,0.356187481
587,a.gal2.s,h.seti.n,0.21,4.11,0,1,0,8,19,0.0953101798,-0.5108256238,4.0707346966,1.8405496334,3.277144733,2.2300144002,-9.210340372,-1.2039728043,1.1631508098,1.7404661748,-3.4112477175,-3.5065578973,1.205970807,-1.443923474,-1.7203694731,3.3655356611,0.16,0.09,6.14045479,5.892850433
588,a.gal3.s,h.seti.n,0.25,4.11,0,1,0,12,15,0.3364722366,-0.5108256238,3.8836235309,1.8405496334,3.2733640102,2.2300144002,-9.210340372,-1.2039728043,0.6418538862,1.7404661748,-3.6888794541,-5.8091429903,-0.0304592075,-1.443923474,-1.7203694731,3.3655356611,0.5,0.09,6.14045479,5.816010102
592,a.gal9.n,h.seti.n,0.76,4.11,0,1,0,9,18,0.5877866649,-0.5108256238,3.797733859,1.8405496334,4.2180360346,2.2300144002,-0.6931471806,-1.2039728043,1.1939224685,1.7404661748,-3.3382225825,-3.0365542681,1.7012875661,-1.443923474,-1.7203694731,3.3655356611,0.61,0.09,6.14045479,1.669943466
594,a.sin.n,h.seti.n,0.77,4.11,0,1,0,10,17,0.5877866649,-0.5108256238,2.2082744135,1.8405496334,2.5572273114,2.2300144002,-9.210340372,-1.2039728043,0.8329091229,1.7404661748,-1.9275791924,-0.1210383284,-9.210340372,-1.443923474,-1.7203694731,3.3655356611,0.12,0.09,6.14045479,7.046624332
596,a.tab.s,h.seti.n,1.07,4.11,0,1,0,9,18,0.7884573604,-0.5108256238,2.1860512767,1.8405496334,2.2617630985,2.2300144002,-1.6094379124,-1.2039728043,1.9169226122,1.7404661748,-0.4604494164,0.4855078158,2.8334486105,-1.443923474,-1.7203694731,3.3655356611,0.63,0.09,6.14045479,3.427200194
597,h.crust.n,h.seti.n,1.96,4.11,0,1,0,12,15,0.6418538862,-0.5108256238,2.1162555148,1.8405496334,1.4350845253,2.2300144002,-0.9162907319,-1.2039728043,0.4054651081,1.7404661748,-3.9633162998,-2.2730262908,1.6917549549,-1.443923474,-1.7203694731,3.3655356611,0.12,0.09,6.14045479,13.72876988
598,m.meri.s,h.seti.n,1.3,4.11,0,1,0,8,19,0.1823215568,-0.5108256238,-9.210340372,1.8405496334,0.955511445,2.2300144002,-9.210340372,-1.2039728043,1.3862943611,1.7404661748,-9.210340372,0.8175747589,-3.0159349809,-1.443923474,-1.7203694731,3.3655356611,0.84,0.09,6.14045479,5.826807448
599,p.robin.s,h.seti.n,2.14,4.11,0,1,0,12,15,-0.2231435513,-0.5108256238,2.2407096893,1.8405496334,0.8329091229,2.2300144002,-9.210340372,-1.2039728043,0.3364722366,1.7404661748,1.7092832474,-1.2837377728,3.4669851222,-1.443923474,-1.7203694731,3.3655356611,0.12,0.09,6.14045479,5.627536099
602,a.gal1.s,t.chion.n,0.25,3.88,0,1,0,10,17,0.1823215568,0.9162907319,3.7864597825,0.5877866649,3.8199077165,3.8649313979,-9.210340372,-9.210340372,1.064710737,2.701361213,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-9.210340372,-0.2613647641,0.1,0.06,17.29304279,9.293488332
603,a.gal10.n,t.chion.n,0.35,3.88,0,1,0,9,18,0.6418538862,0.9162907319,3.5973122606,0.5877866649,3.0955776085,3.8649313979,-9.210340372,-9.210340372,0.8329091229,2.701361213,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-9.210340372,-0.2613647641,1.02,0.06,17.29304279,0.356187481
605,a.gal3.s,t.chion.n,0.25,3.88,0,0,1,14,13,0.3364722366,0.9162907319,3.8836235309,0.5877866649,3.2733640102,3.8649313979,-9.210340372,-9.210340372,0.6418538862,2.701361213,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-9.210340372,-0.2613647641,0.5,0.06,17.29304279,5.816010102
609,a.gal9.n,t.chion.n,0.76,3.88,0,1,0,13,14,0.5877866649,0.9162907319,3.797733859,0.5877866649,4.2180360346,3.8649313979,-0.6931471806,-9.210340372,1.1939224685,2.701361213,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-9.210340372,-0.2613647641,0.61,0.06,17.29304279,1.669943466
613,a.tab.s,t.chion.n,1.07,3.88,0,1,0,11,16,0.7884573604,0.9162907319,2.1860512767,0.5877866649,2.2617630985,3.8649313979,-1.6094379124,-9.210340372,1.9169226122,2.701361213,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-9.210340372,-0.2613647641,0.63,0.06,17.29304279,3.427200194
614,h.crust.n,t.chion.n,1.96,3.88,0,0,1,9,18,0.6418538862,0.9162907319,2.1162555148,0.5877866649,1.4350845253,3.8649313979,-0.9162907319,-9.210340372,0.4054651081,2.701361213,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-9.210340372,-0.2613647641,0.12,0.06,17.29304279,13.72876988
617,p.robin.s,t.chion.n,2.14,3.88,0,1,0,11,16,-0.2231435513,0.9162907319,2.2407096893,0.5877866649,0.8329091229,3.8649313979,-9.210340372,-9.210340372,0.3364722366,2.701361213,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-9.210340372,-0.2613647641,0.12,0.06,17.29304279,5.627536099
619,x.sub.s,t.chion.n,0.77,3.88,0,0,1,15,12,0.4700036292,0.9162907319,3.9608131696,0.5877866649,3.9278963546,3.8649313979,-9.210340372,-9.210340372,1.4586150227,2.701361213,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-0.2613647641,1.74,0.06,17.29304279,7.946876322
663,a.gal9.n,l.crin.s,0.76,6.38,0,0,1,14,13,0.5877866649,-0.5108256238,3.797733859,-1.2039728043,4.2180360346,1.1939224685,-0.6931471806,-2.302585093,1.1939224685,-1.6094379124,-3.3382225825,-3.0365542681,1.7012875661,-1.826350914,-1.3432348717,3.0818640972,0.61,0.05,9.335356141,1.669943466
666,a.tab.n,l.crin.s,0.5,6.38,0,0,1,12,15,1.3083328197,-0.5108256238,2.8449093838,-1.2039728043,3.1000922889,1.1939224685,-0.6931471806,-2.302585093,2.533696814,-1.6094379124,-2.1037342342,0.6097655716,2.464959012,-1.826350914,-1.3432348717,3.0818640972,0.07,0.05,9.335356141,0.198481058
688,m.meri.s,l.gilb.s,1.3,4.14,0,0,1,8,19,0.1823215568,0.0953101798,-9.210340372,2.2721258855,0.955511445,2.8564702062,-9.210340372,-1.2039728043,1.3862943611,0.7419373447,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-9.210340372,3.3649136846,0.84,0.12,6.846026509,5.826807448
690,p.robin.s,l.gilb.s,2.14,4.14,0,0,1,12,15,-0.2231435513,0.0953101798,2.2407096893,2.2721258855,0.8329091229,2.8564702062,-9.210340372,-1.2039728043,0.3364722366,0.7419373447,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-9.210340372,3.3649136846,0.12,0.12,6.846026509,5.627536099
696,a.gal3.s,m.trem.n,0.25,10.62,0,1,0,15,12,0.3364722366,0.1823215568,3.8836235309,2.3978952728,3.2733640102,1.1314021115,-9.210340372,-9.210340372,0.6418538862,0.7419373447,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-0.3112919381,2.6779345772,0.5,0.08,27.56421068,5.816010102
699,a.gal8.n,m.trem.n,0.25,10.62,0,1,0,5,22,0,0.1823215568,4.1059436981,2.3978952728,4.4659081187,1.1314021115,-2.302585093,-9.210340372,1.3609765531,0.7419373447,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-0.3112919381,2.6779345772,0.55,0.08,27.56421068,1.027734335
707,m.meri.s,m.trem.n,1.3,10.62,0,1,0,6,21,0.1823215568,0.1823215568,-9.210340372,2.3978952728,0.955511445,1.1314021115,-9.210340372,-9.210340372,1.3862943611,0.7419373447,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-0.3112919381,2.6779345772,0.84,0.08,27.56421068,5.826807448
714,a.gal3.s,m.trem.s,0.25,9.62,0,1,0,16,11,0.3364722366,0.2623642645,3.8836235309,0.7419373447,3.2733640102,1.064710737,-9.210340372,-9.210340372,0.6418538862,0.6931471806,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,0.8754687374,0.4001175018,0.5,0.02,16.00854975,5.816010102
718,a.gal9.n,m.trem.s,0.76,9.62,0,0,1,14,13,0.5877866649,0.2623642645,3.797733859,0.7419373447,4.2180360346,1.064710737,-0.6931471806,-9.210340372,1.1939224685,0.6931471806,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,0.8754687374,0.4001175018,0.61,0.02,16.00854975,1.669943466
720,a.sin.n,m.trem.s,0.77,9.62,0,0,1,7,20,0.5877866649,0.2623642645,2.2082744135,0.7419373447,2.5572273114,1.064710737,-9.210340372,-9.210340372,0.8329091229,0.6931471806,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,0.8754687374,0.4001175018,0.12,0.02,16.00854975,7.046624332
722,a.tab.s,m.trem.s,1.07,9.62,0,1,0,11,16,0.7884573604,0.2623642645,2.1860512767,0.7419373447,2.2617630985,1.064710737,-1.6094379124,-9.210340372,1.9169226122,0.6931471806,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,0.8754687374,0.4001175018,0.63,0.02,16.00854975,3.427200194
724,h.crust.n,m.trem.s,1.96,9.62,0,1,0,8,19,0.6418538862,0.2623642645,2.1162555148,0.7419373447,1.4350845253,1.064710737,-0.9162907319,-9.210340372,0.4054651081,0.6931471806,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,0.8754687374,0.4001175018,0.12,0.02,16.00854975,13.72876988
726,m.meri.s,m.trem.s,1.3,9.62,0,0,1,8,19,0.1823215568,0.2623642645,-9.210340372,0.7419373447,0.955511445,1.064710737,-9.210340372,-9.210340372,1.3862943611,0.6931471806,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,0.8754687374,0.4001175018,0.84,0.02,16.00854975,5.826807448
727,p.robin.s,m.trem.s,2.14,9.62,0,1,0,10,17,-0.2231435513,0.2623642645,2.2407096893,0.7419373447,0.8329091229,1.064710737,-9.210340372,-9.210340372,0.3364722366,0.6931471806,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,0.8754687374,0.4001175018,0.12,0.02,16.00854975,5.627536099
754,a.gal3.s,p.rufa.acer.s,0.25,8.51,0,1,0,18,9,0.3364722366,0.0953101798,3.8836235309,-0.1053605157,3.2733640102,0.6418538862,-9.210340372,-9.210340372,0.6418538862,0.4700036292,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-2.6172958378,2.761590968,0.5,0.27,18.86224753,5.816010102
762,a.tab.s,p.rufa.acer.s,1.07,8.51,0,1,0,10,17,0.7884573604,0.0953101798,2.1860512767,-0.1053605157,2.2617630985,0.6418538862,-1.6094379124,-9.210340372,1.9169226122,0.4700036292,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-2.6172958378,2.761590968,0.63,0.27,18.86224753,3.427200194
763,h.crust.n,p.rufa.acer.s,1.96,8.51,0,0,1,12,15,0.6418538862,0.0953101798,2.1162555148,-0.1053605157,1.4350845253,0.6418538862,-0.9162907319,-9.210340372,0.4054651081,0.4700036292,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-2.6172958378,2.761590968,0.12,0.27,18.86224753,13.72876988
765,p.robin.s,p.rufa.acer.s,2.14,8.51,0,1,0,13,14,-0.2231435513,0.0953101798,2.2407096893,-0.1053605157,0.8329091229,0.6418538862,-9.210340372,-9.210340372,0.3364722366,0.4700036292,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-2.6172958378,2.761590968,0.12,0.27,18.86224753,5.627536099
767,x.sub.s,p.rufa.acer.s,0.77,8.51,0,1,0,17,10,0.4700036292,0.0953101798,3.9608131696,-0.1053605157,3.9278963546,0.6418538862,-9.210340372,-9.210340372,1.4586150227,0.4700036292,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-2.6172958378,2.761590968,1.74,0.27,18.86224753,7.946876322
778,a.tab.n,p.sang.s,0.5,4.97,0,0,1,14,13,1.3083328197,0,2.8449093838,0.3364722366,3.1000922889,0.1823215568,-0.6931471806,-9.210340372,2.533696814,0.6418538862,-2.1037342342,0.6097655716,2.464959012,-1.6873994539,-1.9696906777,2.784270227,0.07,0.02,18.52482836,0.198481058
780,h.crust.n,p.sang.s,1.96,4.97,0,0,1,12,15,0.6418538862,0,2.1162555148,0.3364722366,1.4350845253,0.1823215568,-0.9162907319,-9.210340372,0.4054651081,0.6418538862,-3.9633162998,-2.2730262908,1.6917549549,-1.6873994539,-1.9696906777,2.784270227,0.12,0.02,18.52482836,13.72876988
783,p.robin.s,p.sang.s,2.14,4.97,0,0,1,11,16,-0.2231435513,0,2.2407096893,0.3364722366,0.8329091229,0.1823215568,-9.210340372,-9.210340372,0.3364722366,0.6418538862,1.7092832474,-1.2837377728,3.4669851222,-1.6873994539,-1.9696906777,2.784270227,0.12,0.02,18.52482836,5.627536099
848,a.gal9.n,p.flav.n,0.76,8.04,0,1,0,12,15,0.5877866649,0.2623642645,3.797733859,0.6931471806,4.2180360346,0.6931471806,-0.6931471806,-1.6094379124,1.1939224685,0.7884573604,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,0.089840704,-9.210340372,0.61,0.05,22.53629806,1.669943466
852,a.tab.s,p.flav.n,1.07,8.04,0,1,0,10,17,0.7884573604,0.2623642645,2.1860512767,0.6931471806,2.2617630985,0.6931471806,-1.6094379124,-1.6094379124,1.9169226122,0.7884573604,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,0.089840704,-9.210340372,0.63,0.05,22.53629806,3.427200194
857,p.robin.s,p.flav.n,2.14,8.04,0,1,0,13,14,-0.2231435513,0.2623642645,2.2407096893,0.6931471806,0.8329091229,0.6931471806,-9.210340372,-1.6094379124,0.3364722366,0.7884573604,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,0.089840704,-9.210340372,0.12,0.05,22.53629806,5.627536099
863,a.gal1.s,p.flav.s,0.25,10.8,0,1,0,11,16,0.1823215568,0.4054651081,3.7864597825,1.0986122887,3.8199077165,1.064710737,-9.210340372,-2.302585093,1.064710737,0.7884573604,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,0.0639133257,-9.210340372,0.1,0.04,8.960764336,9.293488332
865,a.gal2.s,p.flav.s,0.21,10.8,0,1,0,9,18,0.0953101798,0.4054651081,4.0707346966,1.0986122887,3.277144733,1.064710737,-9.210340372,-2.302585093,1.1631508098,0.7884573604,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,0.0639133257,-9.210340372,0.16,0.04,8.960764336,5.892850433
870,a.gal9.n,p.flav.s,0.76,10.8,0,1,0,12,15,0.5877866649,0.4054651081,3.797733859,1.0986122887,4.2180360346,1.064710737,-0.6931471806,-2.302585093,1.1939224685,0.7884573604,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,0.0639133257,-9.210340372,0.61,0.04,8.960764336,1.669943466
872,a.sin.n,p.flav.s,0.77,10.8,0,1,0,11,16,0.5877866649,0.4054651081,2.2082744135,1.0986122887,2.5572273114,1.064710737,-9.210340372,-2.302585093,0.8329091229,0.7884573604,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,0.0639133257,-9.210340372,0.12,0.04,8.960764336,7.046624332
873,a.tab.n,p.flav.s,0.5,10.8,0,1,0,13,14,1.3083328197,0.4054651081,2.8449093838,1.0986122887,3.1000922889,1.064710737,-0.6931471806,-2.302585093,2.533696814,0.7884573604,-2.1037342342,0.6097655716,2.464959012,-9.210340372,0.0639133257,-9.210340372,0.07,0.04,8.960764336,0.198481058
874,a.tab.s,p.flav.s,1.07,10.8,0,1,0,10,17,0.7884573604,0.4054651081,2.1860512767,1.0986122887,2.2617630985,1.064710737,-1.6094379124,-2.302585093,1.9169226122,0.7884573604,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,0.0639133257,-9.210340372,0.63,0.04,8.960764336,3.427200194
875,h.crust.n,p.flav.s,1.96,10.8,0,1,0,10,17,0.6418538862,0.4054651081,2.1162555148,1.0986122887,1.4350845253,1.064710737,-0.9162907319,-2.302585093,0.4054651081,0.7884573604,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,0.0639133257,-9.210340372,0.12,0.04,8.960764336,13.72876988
877,m.meri.s,p.flav.s,1.3,10.8,0,1,0,7,20,0.1823215568,0.4054651081,-9.210340372,1.0986122887,0.955511445,1.064710737,-9.210340372,-2.302585093,1.3862943611,0.7884573604,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,0.0639133257,-9.210340372,0.84,0.04,8.960764336,5.826807448
878,p.robin.s,p.flav.s,2.14,10.8,0,1,0,10,17,-0.2231435513,0.4054651081,2.2407096893,1.0986122887,0.8329091229,1.064710737,-9.210340372,-2.302585093,0.3364722366,0.7884573604,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,0.0639133257,-9.210340372,0.12,0.04,8.960764336,5.627536099
410,a.gal3.s,p.har.n,0.25,1.54,0,0,1,11,16,0.3364722366,0.6418538862,3.8836235309,2.6672282066,3.2733640102,1.6486586256,-9.210340372,-0.1053605157,0.6418538862,0.9162907319,-3.6888794541,-5.8091429903,-0.0304592075,0.3311006928,-2.0249533564,0.818677903,0.5,1.8,13.01803729,5.816010102
460,a.gal8.n,f.fom.n,0.25,4.71,0,0,1,6,21,0,0.4700036292,4.1059436981,2.7536607124,4.4659081187,2.1282317058,-2.302585093,-2.302585093,1.3609765531,0.5877866649,-2.718100537,-3.5755507688,0.9939922395,-0.9755100915,0.0544881853,3.6949609244,0.55,0.002375,21.65586125,1.027734335
461,a.gal9.n,f.fom.n,0.76,4.71,1,0,0,7,20,0.5877866649,0.4700036292,3.797733859,2.7536607124,4.2180360346,2.1282317058,-0.6931471806,-2.302585093,1.1939224685,0.5877866649,-3.3382225825,-3.0365542681,1.7012875661,-0.9755100915,0.0544881853,3.6949609244,0.61,0.002375,21.65586125,1.669943466
467,m.meri.s,f.fom.n,1.3,4.71,0,0,1,6,21,0.1823215568,0.4700036292,-9.210340372,2.7536607124,0.955511445,2.1282317058,-9.210340372,-2.302585093,1.3862943611,0.5877866649,-9.210340372,0.8175747589,-3.0159349809,-0.9755100915,0.0544881853,3.6949609244,0.84,0.002375,21.65586125,5.826807448
520,a.tab.s,p.gilv.n,1.07,4.04,0,0,1,12,15,0.7884573604,0.1823215568,2.1860512767,1.2237754316,2.2617630985,1.1939224685,-1.6094379124,-1.2039728043,1.9169226122,0.7884573604,-0.4604494164,0.4855078158,2.8334486105,-1.3903023825,-1.1809075314,2.6712133111,0.63,0.03,19.83733882,3.427200194
534,a.gal9.n,p.pend.n,0.76,4.06,0,0,1,14,13,0.5877866649,0.0953101798,3.797733859,2.8332133441,4.2180360346,2.8622008809,-0.6931471806,-9.210340372,1.1939224685,1.064710737,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-2.009915479,3.4857529679,0.61,0.32,1.276821072,1.669943466
540,m.meri.s,p.pend.n,1.3,4.06,0,0,1,6,21,0.1823215568,0.0953101798,-9.210340372,2.8332133441,0.955511445,2.8622008809,-9.210340372,-9.210340372,1.3862943611,1.064710737,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-2.009915479,3.4857529679,0.84,0.32,1.276821072,5.826807448
542,p.robin.s,p.pend.n,2.14,4.06,0,0,1,11,16,-0.2231435513,0.0953101798,2.2407096893,2.8332133441,0.8329091229,2.8622008809,-9.210340372,-9.210340372,0.3364722366,1.064710737,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-2.009915479,3.4857529679,0.12,0.32,1.276821072,5.627536099
589,a.gal5.s,h.seti.n,0.25,4.11,0,1,0,16,11,0.6931471806,-0.5108256238,2.5649493575,1.8405496334,2.4680995315,2.2300144002,-2.302585093,-1.2039728043,0.955511445,1.7404661748,-2.8387285247,-2.8647040111,-0.1036952363,-1.443923474,-1.7203694731,3.3655356611,0.65,0.09,6.14045479,7.28979367
