plate.no,s1,s2,s1.rate,s2.rate,s1.win,s1.loss,draw,s1.initial.mm,s2.initial.mm,s1.cbh,s2.cbh,s1.phos,s2.phos,s1.nag,s2.nag,s1.lap,s2.lap,s1.bg,s2.bg,s1.perox1,s1.phenox,s1.perox2,s2.perox1,s2.phenox,s2.perox2,s1.density,s2.density,s2.decomp,s1.decomp
368,a.gal10.n,a.tab.s,0.35,1.07,0,0,1,12,15,0.6418538862,0.7884573604,3.5973122606,2.1860512767,3.0955776085,2.2617630985,-9.210340372,-1.6094379124,0.8329091229,1.9169226122,-3.1010927892,-1.9661128564,0.7357276281,-0.4604494164,0.4855078158,2.8334486105,1.02,0.63,3.427200194,0.356187481
370,a.gal3.s,a.tab.s,0.25,1.07,0,0,1,15,12,0.3364722366,0.7884573604,3.8836235309,2.1860512767,3.2733640102,2.2617630985,-9.210340372,-1.6094379124,0.6418538862,1.9169226122,-3.6888794541,-5.8091429903,-0.0304592075,-0.4604494164,0.4855078158,2.8334486105,0.5,0.63,3.427200194,5.816010102
402,a.tab.n,h.crust.n,0.5,1.96,0,1,0,13,14,1.3083328197,0.6418538862,2.8449093838,2.1162555148,3.1000922889,1.4350845253,-0.6931471806,-0.9162907319,2.533696814,0.4054651081,-2.1037342342,0.6097655716,2.464959012,-3.9633162998,-2.2730262908,1.6917549549,0.07,0.12,13.72876988,0.198481058
426,a.gal6.n,p.robin.n,0.49,2.3,0,0,1,11,16,0.0953101798,0.2623642645,1.5475625087,2.6810215287,0.5306282511,2.0668627595,-2.302585093,-9.210340372,-0.5108256238,0.5877866649,-2.7333680091,-2.3126354288,-9.210340372,-0.3181412799,-0.8928183757,3.4574516832,0.91,0.07,4.286605861,1.007099262
550,a.gal6.n,s.comm.s,0.49,2.57,0,0,1,14,13,0.0953101798,0.3364722366,1.5475625087,2.8273136219,0.5306282511,1.5040773968,-2.302585093,-2.302585093,-0.5108256238,1.9169226122,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.91,0.59,3.336405008,1.007099262
625,a.gal6.n,l.carib.s,0.49,3.77,0,0,1,14,13,0.0953101798,1.0986122887,1.5475625087,0.8329091229,0.5306282511,3.1179499063,-2.302585093,-1.2039728043,-0.5108256238,1.7227665977,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-0.6568152513,3.4576092206,0.91,0.1,6.091290821,1.007099262
639,a.gal1.s,l.conif.n,0.25,5.16,0,0,1,13,14,0.1823215568,0.2623642645,3.7864597825,3.8416005411,3.8199077165,2.533696814,-9.210340372,0.4054651081,1.064710737,0.955511445,-2.8824035882,-3.4265151896,1.346773603,-4.9618451299,-0.1438703704,3.4754077295,0.1,0.04,20.55167505,9.293488332
680,a.gal6.n,l.gilb.s,0.49,4.14,0,0,1,14,13,0.0953101798,0.0953101798,1.5475625087,2.2721258855,0.5306282511,2.8564702062,-2.302585093,-1.2039728043,-0.5108256238,0.7419373447,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-9.210340372,3.3649136846,0.91,0.12,6.846026509,1.007099262
369,a.gal2.s,a.tab.s,0.21,1.07,0,0,1,14,13,0.0953101798,0.7884573604,4.0707346966,2.1860512767,3.277144733,2.2617630985,-9.210340372,-1.6094379124,1.1631508098,1.9169226122,-3.4112477175,-3.5065578973,1.205970807,-0.4604494164,0.4855078158,2.8334486105,0.16,0.63,3.427200194,5.892850433
384,a.gal6.n,m.meri.s,0.49,1.3,0,0,1,2,25,0.0953101798,0.1823215568,1.5475625087,-9.210340372,0.5306282511,0.955511445,-2.302585093,-9.210340372,-0.5108256238,1.3862943611,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,0.8175747589,-3.0159349809,0.91,0.84,5.826807448,1.007099262
385,a.gal8.n,m.meri.s,0.25,1.3,0,0,1,9,18,0,0.1823215568,4.1059436981,-9.210340372,4.4659081187,0.955511445,-2.302585093,-9.210340372,1.3609765531,1.3862943611,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,0.8175747589,-3.0159349809,0.55,0.84,5.826807448,1.027734335
401,a.sin.n,h.crust.n,0.77,1.96,0,0,1,7,20,0.5877866649,0.6418538862,2.2082744135,2.1162555148,2.5572273114,1.4350845253,-9.210340372,-0.9162907319,0.8329091229,0.4054651081,-1.9275791924,-0.1210383284,-9.210340372,-3.9633162998,-2.2730262908,1.6917549549,0.12,0.12,13.72876988,7.046624332
422,a.gal10.n,p.robin.n,0.35,2.3,0,0,1,13,14,0.6418538862,0.2623642645,3.5973122606,2.6810215287,3.0955776085,2.0668627595,-9.210340372,-9.210340372,0.8329091229,0.5877866649,-3.1010927892,-1.9661128564,0.7357276281,-0.3181412799,-0.8928183757,3.4574516832,1.02,0.07,4.286605861,0.356187481
423,a.gal2.s,p.robin.n,0.21,2.3,0,0,1,12,15,0.0953101798,0.2623642645,4.0707346966,2.6810215287,3.277144733,2.0668627595,-9.210340372,-9.210340372,1.1631508098,0.5877866649,-3.4112477175,-3.5065578973,1.205970807,-0.3181412799,-0.8928183757,3.4574516832,0.16,0.07,4.286605861,5.892850433
641,a.gal2.s,l.conif.n,0.21,5.16,0,0,1,12,15,0.0953101798,0.2623642645,4.0707346966,3.8416005411,3.277144733,2.533696814,-9.210340372,0.4054651081,1.1631508098,0.955511445,-3.4112477175,-3.5065578973,1.205970807,-4.9618451299,-0.1438703704,3.4754077295,0.16,0.04,20.55167505,5.892850433
645,a.gal8.n,l.conif.n,0.25,5.16,0,0,1,8,19,0,0.2623642645,4.1059436981,3.8416005411,4.4659081187,2.533696814,-2.302585093,0.4054651081,1.3609765531,0.955511445,-2.718100537,-3.5755507688,0.9939922395,-4.9618451299,-0.1438703704,3.4754077295,0.55,0.04,20.55167505,1.027734335
677,a.gal2.s,l.gilb.s,0.21,4.14,0,0,1,15,12,0.0953101798,0.0953101798,4.0707346966,2.2721258855,3.277144733,2.8564702062,-9.210340372,-1.2039728043,1.1631508098,0.7419373447,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-9.210340372,3.3649136846,0.16,0.12,6.846026509,5.892850433
304,a.gal2.s,a.tab.n,0.21,0.5,0,0,1,13,14,0.0953101798,1.3083328197,4.0707346966,2.8449093838,3.277144733,3.1000922889,-9.210340372,-0.6931471806,1.1631508098,2.533696814,-3.4112477175,-3.5065578973,1.205970807,-2.1037342342,0.6097655716,2.464959012,0.16,0.07,0.198481058,5.892850433
305,a.gal3.s,a.tab.n,0.25,0.5,0,0,1,15,12,0.3364722366,1.3083328197,3.8836235309,2.8449093838,3.2733640102,3.1000922889,-9.210340372,-0.6931471806,0.6418538862,2.533696814,-3.6888794541,-5.8091429903,-0.0304592075,-2.1037342342,0.6097655716,2.464959012,0.5,0.07,0.198481058,5.816010102
306,a.gal5.s,a.tab.n,0.25,0.5,0,0,1,16,11,0.6931471806,1.3083328197,2.5649493575,2.8449093838,2.4680995315,3.1000922889,-2.302585093,-0.6931471806,0.955511445,2.533696814,-2.8387285247,-2.8647040111,-0.1036952363,-2.1037342342,0.6097655716,2.464959012,0.65,0.07,0.198481058,7.28979367
310,a.tab.n,a.gal1.s,0.5,0.25,0,0,1,17,10,1.3083328197,0.1823215568,2.8449093838,3.7864597825,3.1000922889,3.8199077165,-0.6931471806,-9.210340372,2.533696814,1.064710737,-2.1037342342,0.6097655716,2.464959012,-2.8824035882,-3.4265151896,1.346773603,0.07,0.1,9.293488332,0.198481058
336,a.tab.n,a.gal9.n,0.5,0.76,0,0,1,17,10,1.3083328197,0.5877866649,2.8449093838,3.797733859,3.1000922889,4.2180360346,-0.6931471806,-0.6931471806,2.533696814,1.1939224685,-2.1037342342,0.6097655716,2.464959012,-3.3382225825,-3.0365542681,1.7012875661,0.07,0.61,1.669943466,0.198481058
337,a.gal10.n,a.sin.n,0.35,0.77,0,0,1,15,12,0.6418538862,0.5877866649,3.5973122606,2.2082744135,3.0955776085,2.5572273114,-9.210340372,-9.210340372,0.8329091229,0.8329091229,-3.1010927892,-1.9661128564,0.7357276281,-1.9275791924,-0.1210383284,-9.210340372,1.02,0.12,7.046624332,0.356187481
340,a.gal2.s,a.sin.n,0.21,0.77,0,0,1,15,12,0.0953101798,0.5877866649,4.0707346966,2.2082744135,3.277144733,2.5572273114,-9.210340372,-9.210340372,1.1631508098,0.8329091229,-3.4112477175,-3.5065578973,1.205970807,-1.9275791924,-0.1210383284,-9.210340372,0.16,0.12,7.046624332,5.892850433
341,a.gal3.s,a.sin.n,0.25,0.77,0,0,1,13,14,0.3364722366,0.5877866649,3.8836235309,2.2082744135,3.2733640102,2.5572273114,-9.210340372,-9.210340372,0.6418538862,0.8329091229,-3.6888794541,-5.8091429903,-0.0304592075,-1.9275791924,-0.1210383284,-9.210340372,0.5,0.12,7.046624332,5.816010102
342,a.gal5.s,a.sin.n,0.25,0.77,0,0,1,21,6,0.6931471806,0.5877866649,2.5649493575,2.2082744135,2.4680995315,2.5572273114,-2.302585093,-9.210340372,0.955511445,0.8329091229,-2.8387285247,-2.8647040111,-0.1036952363,-1.9275791924,-0.1210383284,-9.210340372,0.65,0.12,7.046624332,7.28979367
343,a.gal6.n,a.sin.n,0.49,0.77,0,0,1,13,14,0.0953101798,0.5877866649,1.5475625087,2.2082744135,0.5306282511,2.5572273114,-2.302585093,-9.210340372,-0.5108256238,0.8329091229,-2.7333680091,-2.3126354288,-9.210340372,-1.9275791924,-0.1210383284,-9.210340372,0.91,0.12,7.046624332,1.007099262
345,a.tab.n,a.sin.n,0.5,0.77,0,0,1,17,10,1.3083328197,0.5877866649,2.8449093838,2.2082744135,3.1000922889,2.5572273114,-0.6931471806,-9.210340372,2.533696814,0.8329091229,-2.1037342342,0.6097655716,2.464959012,-1.9275791924,-0.1210383284,-9.210340372,0.07,0.12,7.046624332,0.198481058
346,a.gal1.s,x.sub.s,0.25,0.77,0,0,1,18,9,0.1823215568,0.4700036292,3.7864597825,3.9608131696,3.8199077165,3.9278963546,-9.210340372,-9.210340372,1.064710737,1.4586150227,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-9.210340372,-9.210340372,0.1,1.74,7.946876322,9.293488332
347,a.gal10.n,x.sub.s,0.35,0.77,0,0,1,16,11,0.6418538862,0.4700036292,3.5973122606,3.9608131696,3.0955776085,3.9278963546,-9.210340372,-9.210340372,0.8329091229,1.4586150227,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-9.210340372,-9.210340372,1.02,1.74,7.946876322,0.356187481
348,a.gal2.s,x.sub.s,0.21,0.77,0,0,1,16,11,0.0953101798,0.4700036292,4.0707346966,3.9608131696,3.277144733,3.9278963546,-9.210340372,-9.210340372,1.1631508098,1.4586150227,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-9.210340372,-9.210340372,0.16,1.74,7.946876322,5.892850433
349,a.gal3.s,x.sub.s,0.25,0.77,0,0,1,17,10,0.3364722366,0.4700036292,3.8836235309,3.9608131696,3.2733640102,3.9278963546,-9.210340372,-9.210340372,0.6418538862,1.4586150227,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-9.210340372,-9.210340372,0.5,1.74,7.946876322,5.816010102
350,a.gal5.s,x.sub.s,0.25,0.77,0,0,1,19,8,0.6931471806,0.4700036292,2.5649493575,3.9608131696,2.4680995315,3.9278963546,-2.302585093,-9.210340372,0.955511445,1.4586150227,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-9.210340372,-9.210340372,0.65,1.74,7.946876322,7.28979367
351,a.gal6.n,x.sub.s,0.49,0.77,0,0,1,16,11,0.0953101798,0.4700036292,1.5475625087,3.9608131696,0.5306282511,3.9278963546,-2.302585093,-9.210340372,-0.5108256238,1.4586150227,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.91,1.74,7.946876322,1.007099262
352,a.gal9.n,x.sub.s,0.76,0.77,0,0,1,13,14,0.5877866649,0.4700036292,3.797733859,3.9608131696,4.2180360346,3.9278963546,-0.6931471806,-9.210340372,1.1939224685,1.4586150227,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-9.210340372,-9.210340372,0.61,1.74,7.946876322,1.669943466
354,a.sin.n,x.sub.s,0.77,0.77,0,0,1,13,14,0.5877866649,0.4700036292,2.2082744135,3.9608131696,2.5572273114,3.9278963546,-9.210340372,-9.210340372,0.8329091229,1.4586150227,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.12,1.74,7.946876322,7.046624332
355,a.tab.n,x.sub.s,0.5,0.77,0,0,1,21,6,1.3083328197,0.4700036292,2.8449093838,3.9608131696,3.1000922889,3.9278963546,-0.6931471806,-9.210340372,2.533696814,1.4586150227,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-9.210340372,-9.210340372,0.07,1.74,7.946876322,0.198481058
364,a.sin.n,a.gal8.n,0.77,0.25,0,0,1,20,7,0.5877866649,0,2.2082744135,4.1059436981,2.5572273114,4.4659081187,-9.210340372,-2.302585093,0.8329091229,1.3609765531,-1.9275791924,-0.1210383284,-9.210340372,-2.718100537,-3.5755507688,0.9939922395,0.12,0.55,1.027734335,7.046624332
365,a.tab.n,a.gal8.n,0.5,0.25,0,0,1,19,8,1.3083328197,0,2.8449093838,4.1059436981,3.1000922889,4.4659081187,-0.6931471806,-2.302585093,2.533696814,1.3609765531,-2.1037342342,0.6097655716,2.464959012,-2.718100537,-3.5755507688,0.9939922395,0.07,0.55,1.027734335,0.198481058
366,x.sub.s,a.gal8.n,0.77,0.25,0,0,1,21,6,0.4700036292,0,3.9608131696,4.1059436981,3.9278963546,4.4659081187,-9.210340372,-2.302585093,1.4586150227,1.3609765531,-9.210340372,-9.210340372,-9.210340372,-2.718100537,-3.5755507688,0.9939922395,1.74,0.55,1.027734335,7.946876322
372,a.gal6.n,a.tab.s,0.49,1.07,0,0,1,13,14,0.0953101798,0.7884573604,1.5475625087,2.1860512767,0.5306282511,2.2617630985,-2.302585093,-1.6094379124,-0.5108256238,1.9169226122,-2.7333680091,-2.3126354288,-9.210340372,-0.4604494164,0.4855078158,2.8334486105,0.91,0.63,3.427200194,1.007099262
405,x.sub.s,h.crust.n,0.77,1.96,0,0,1,23,4,0.4700036292,0.6418538862,3.9608131696,2.1162555148,3.9278963546,1.4350845253,-9.210340372,-0.9162907319,1.4586150227,0.4054651081,-9.210340372,-9.210340372,-9.210340372,-3.9633162998,-2.2730262908,1.6917549549,1.74,0.12,13.72876988,7.946876322
407,a.gal1.s,p.har.n,0.25,1.54,0,0,1,9,18,0.1823215568,0.6418538862,3.7864597825,2.6672282066,3.8199077165,1.6486586256,-9.210340372,-0.1053605157,1.064710737,0.9162907319,-2.8824035882,-3.4265151896,1.346773603,0.3311006928,-2.0249533564,0.818677903,0.1,1.8,13.01803729,9.293488332
408,a.gal10.n,p.har.n,0.35,1.54,0,0,1,13,14,0.6418538862,0.6418538862,3.5973122606,2.6672282066,3.0955776085,1.6486586256,-9.210340372,-0.1053605157,0.8329091229,0.9162907319,-3.1010927892,-1.9661128564,0.7357276281,0.3311006928,-2.0249533564,0.818677903,1.02,1.8,13.01803729,0.356187481
409,a.gal2.s,p.har.n,0.21,1.54,0,0,1,12,15,0.0953101798,0.6418538862,4.0707346966,2.6672282066,3.277144733,1.6486586256,-9.210340372,-0.1053605157,1.1631508098,0.9162907319,-3.4112477175,-3.5065578973,1.205970807,0.3311006928,-2.0249533564,0.818677903,0.16,1.8,13.01803729,5.892850433
411,a.gal5.s,p.har.n,0.25,1.54,0,0,1,20,7,0.6931471806,0.6418538862,2.5649493575,2.6672282066,2.4680995315,1.6486586256,-2.302585093,-0.1053605157,0.955511445,0.9162907319,-2.8387285247,-2.8647040111,-0.1036952363,0.3311006928,-2.0249533564,0.818677903,0.65,1.8,13.01803729,7.28979367
412,a.gal6.n,p.har.n,0.49,1.54,0,0,1,13,14,0.0953101798,0.6418538862,1.5475625087,2.6672282066,0.5306282511,1.6486586256,-2.302585093,-0.1053605157,-0.5108256238,0.9162907319,-2.7333680091,-2.3126354288,-9.210340372,0.3311006928,-2.0249533564,0.818677903,0.91,1.8,13.01803729,1.007099262
413,a.gal8.n,p.har.n,0.25,1.54,0,0,1,7,20,0,0.6418538862,4.1059436981,2.6672282066,4.4659081187,1.6486586256,-2.302585093,-0.1053605157,1.3609765531,0.9162907319,-2.718100537,-3.5755507688,0.9939922395,0.3311006928,-2.0249533564,0.818677903,0.55,1.8,13.01803729,1.027734335
414,a.gal9.n,p.har.n,0.76,1.54,0,0,1,13,14,0.5877866649,0.6418538862,3.797733859,2.6672282066,4.2180360346,1.6486586256,-0.6931471806,-0.1053605157,1.1939224685,0.9162907319,-3.3382225825,-3.0365542681,1.7012875661,0.3311006928,-2.0249533564,0.818677903,0.61,1.8,13.01803729,1.669943466
416,a.sin.n,p.har.n,0.77,1.54,0,0,1,8,19,0.5877866649,0.6418538862,2.2082744135,2.6672282066,2.5572273114,1.6486586256,-9.210340372,-0.1053605157,0.8329091229,0.9162907319,-1.9275791924,-0.1210383284,-9.210340372,0.3311006928,-2.0249533564,0.818677903,0.12,1.8,13.01803729,7.046624332
417,a.tab.n,p.har.n,0.5,1.54,0,0,1,16,11,1.3083328197,0.6418538862,2.8449093838,2.6672282066,3.1000922889,1.6486586256,-0.6931471806,-0.1053605157,2.533696814,0.9162907319,-2.1037342342,0.6097655716,2.464959012,0.3311006928,-2.0249533564,0.818677903,0.07,1.8,13.01803729,0.198481058
420,x.sub.s,p.har.n,0.77,1.54,0,0,1,21,6,0.4700036292,0.6418538862,3.9608131696,2.6672282066,3.9278963546,1.6486586256,-9.210340372,-0.1053605157,1.4586150227,0.9162907319,-9.210340372,-9.210340372,-9.210340372,0.3311006928,-2.0249533564,0.818677903,1.74,1.8,13.01803729,7.946876322
425,a.gal5.s,p.robin.n,0.25,2.3,0,0,1,22,5,0.6931471806,0.2623642645,2.5649493575,2.6810215287,2.4680995315,2.0668627595,-2.302585093,-9.210340372,0.955511445,0.5877866649,-2.8387285247,-2.8647040111,-0.1036952363,-0.3181412799,-0.8928183757,3.4574516832,0.65,0.07,4.286605861,7.28979367
433,h.crust.n,p.robin.n,1.96,2.3,0,0,1,15,12,0.6418538862,0.2623642645,2.1162555148,2.6810215287,1.4350845253,2.0668627595,-0.9162907319,-9.210340372,0.4054651081,0.5877866649,-3.9633162998,-2.2730262908,1.6917549549,-0.3181412799,-0.8928183757,3.4574516832,0.12,0.07,4.286605861,13.72876988
436,x.sub.s,p.robin.n,0.77,2.3,0,0,1,26,1,0.4700036292,0.2623642645,3.9608131696,2.6810215287,3.9278963546,2.0668627595,-9.210340372,-9.210340372,1.4586150227,0.5877866649,-9.210340372,-9.210340372,-9.210340372,-0.3181412799,-0.8928183757,3.4574516832,1.74,0.07,4.286605861,7.946876322
447,a.sin.n,p.robin.s,0.77,2.14,0,0,1,8,19,0.5877866649,-0.2231435513,2.2082744135,2.2407096893,2.5572273114,0.8329091229,-9.210340372,-9.210340372,0.8329091229,0.3364722366,-1.9275791924,-0.1210383284,-9.210340372,1.7092832474,-1.2837377728,3.4669851222,0.12,0.12,5.627536099,7.046624332
454,a.gal1.s,f.fom.n,0.25,4.71,0,0,1,17,10,0.1823215568,0.4700036292,3.7864597825,2.7536607124,3.8199077165,2.1282317058,-9.210340372,-2.302585093,1.064710737,0.5877866649,-2.8824035882,-3.4265151896,1.346773603,-0.9755100915,0.0544881853,3.6949609244,0.1,0.002375,21.65586125,9.293488332
457,a.gal3.s,f.fom.n,0.25,4.71,0,0,1,14,13,0.3364722366,0.4700036292,3.8836235309,2.7536607124,3.2733640102,2.1282317058,-9.210340372,-2.302585093,0.6418538862,0.5877866649,-3.6888794541,-5.8091429903,-0.0304592075,-0.9755100915,0.0544881853,3.6949609244,0.5,0.002375,21.65586125,5.816010102
458,a.gal5.s,f.fom.n,0.25,4.71,0,0,1,22,5,0.6931471806,0.4700036292,2.5649493575,2.7536607124,2.4680995315,2.1282317058,-2.302585093,-2.302585093,0.955511445,0.5877866649,-2.8387285247,-2.8647040111,-0.1036952363,-0.9755100915,0.0544881853,3.6949609244,0.65,0.002375,21.65586125,7.28979367
463,a.sin.n,f.fom.n,0.77,4.71,0,0,1,13,14,0.5877866649,0.4700036292,2.2082744135,2.7536607124,2.5572273114,2.1282317058,-9.210340372,-2.302585093,0.8329091229,0.5877866649,-1.9275791924,-0.1210383284,-9.210340372,-0.9755100915,0.0544881853,3.6949609244,0.12,0.002375,21.65586125,7.046624332
471,x.sub.s,f.fom.n,0.77,4.71,0,0,1,26,1,0.4700036292,0.4700036292,3.9608131696,2.7536607124,3.9278963546,2.1282317058,-9.210340372,-2.302585093,1.4586150227,0.5877866649,-9.210340372,-9.210340372,-9.210340372,-0.9755100915,0.0544881853,3.6949609244,1.74,0.002375,21.65586125,7.946876322
490,a.gal10.n,l.huron.n,0.35,3.39,0,0,1,13,14,0.6418538862,0.2623642645,3.5973122606,3.0540011817,3.0955776085,2.1400661635,-9.210340372,-0.6931471806,0.8329091229,0.5877866649,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-4.1997050779,-9.210340372,1.02,0.41,6.034048275,0.356187481
491,a.gal2.s,l.huron.n,0.21,3.39,0,0,1,14,13,0.0953101798,0.2623642645,4.0707346966,3.0540011817,3.277144733,2.1400661635,-9.210340372,-0.6931471806,1.1631508098,0.5877866649,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-4.1997050779,-9.210340372,0.16,0.41,6.034048275,5.892850433
493,a.gal5.s,l.huron.n,0.25,3.39,0,0,1,22,5,0.6931471806,0.2623642645,2.5649493575,3.0540011817,2.4680995315,2.1400661635,-2.302585093,-0.6931471806,0.955511445,0.5877866649,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-4.1997050779,-9.210340372,0.65,0.41,6.034048275,7.28979367
499,a.tab.n,l.huron.n,0.5,3.39,0,0,1,18,9,1.3083328197,0.2623642645,2.8449093838,3.0540011817,3.1000922889,2.1400661635,-0.6931471806,-0.6931471806,2.533696814,0.5877866649,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-4.1997050779,-9.210340372,0.07,0.41,6.034048275,0.198481058
507,x.sub.s,l.huron.n,0.77,3.39,0,0,1,21,6,0.4700036292,0.2623642645,3.9608131696,3.0540011817,3.9278963546,2.1400661635,-9.210340372,-0.6931471806,1.4586150227,0.5877866649,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.1997050779,-9.210340372,1.74,0.41,6.034048275,7.946876322
528,a.gal10.n,p.pend.n,0.35,4.06,0,0,1,12,15,0.6418538862,0.0953101798,3.5973122606,2.8332133441,3.0955776085,2.8622008809,-9.210340372,-9.210340372,0.8329091229,1.064710737,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-2.009915479,3.4857529679,1.02,0.32,1.276821072,0.356187481
529,a.gal2.s,p.pend.n,0.21,4.06,0,0,1,13,14,0.0953101798,0.0953101798,4.0707346966,2.8332133441,3.277144733,2.8622008809,-9.210340372,-9.210340372,1.1631508098,1.064710737,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-2.009915479,3.4857529679,0.16,0.32,1.276821072,5.892850433
531,a.gal5.s,p.pend.n,0.25,4.06,0,0,1,18,9,0.6931471806,0.0953101798,2.5649493575,2.8332133441,2.4680995315,2.8622008809,-2.302585093,-9.210340372,0.955511445,1.064710737,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-2.009915479,3.4857529679,0.65,0.32,1.276821072,7.28979367
543,x.sub.s,p.pend.n,0.77,4.06,0,0,1,17,10,0.4700036292,0.0953101798,3.9608131696,2.8332133441,3.9278963546,2.8622008809,-9.210340372,-9.210340372,1.4586150227,1.064710737,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-2.009915479,3.4857529679,1.74,0.32,1.276821072,7.946876322
549,a.gal5.s,s.comm.s,0.25,2.57,0,0,1,19,8,0.6931471806,0.3364722366,2.5649493575,2.8273136219,2.4680995315,1.5040773968,-2.302585093,-2.302585093,0.955511445,1.9169226122,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-9.210340372,-9.210340372,0.65,0.59,3.336405008,7.28979367
554,a.sin.n,s.comm.s,0.77,2.57,0,0,1,11,16,0.5877866649,0.3364722366,2.2082744135,2.8273136219,2.5572273114,1.5040773968,-9.210340372,-2.302585093,0.8329091229,1.9169226122,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.12,0.59,3.336405008,7.046624332
560,x.sub.s,s.comm.s,0.77,2.57,0,0,1,14,13,0.4700036292,0.3364722366,3.9608131696,2.8273136219,3.9278963546,1.5040773968,-9.210340372,-2.302585093,1.4586150227,1.9169226122,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.74,0.59,3.336405008,7.946876322
621,a.gal10.n,l.carib.s,0.35,3.77,0,0,1,13,14,0.6418538862,1.0986122887,3.5973122606,0.8329091229,3.0955776085,3.1179499063,-9.210340372,-1.2039728043,0.8329091229,1.7227665977,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-0.6568152513,3.4576092206,1.02,0.1,6.091290821,0.356187481
622,a.gal2.s,l.carib.s,0.21,3.77,0,0,1,16,11,0.0953101798,1.0986122887,4.0707346966,0.8329091229,3.277144733,3.1179499063,-9.210340372,-1.2039728043,1.1631508098,1.7227665977,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-0.6568152513,3.4576092206,0.16,0.1,6.091290821,5.892850433
623,a.gal3.s,l.carib.s,0.25,3.77,0,0,1,19,8,0.3364722366,1.0986122887,3.8836235309,0.8329091229,3.2733640102,3.1179499063,-9.210340372,-1.2039728043,0.6418538862,1.7227665977,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-0.6568152513,3.4576092206,0.5,0.1,6.091290821,5.816010102
624,a.gal5.s,l.carib.s,0.25,3.77,0,0,1,24,3,0.6931471806,1.0986122887,2.5649493575,0.8329091229,2.4680995315,3.1179499063,-2.302585093,-1.2039728043,0.955511445,1.7227665977,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-0.6568152513,3.4576092206,0.65,0.1,6.091290821,7.28979367
629,a.sin.n,l.carib.s,0.77,3.77,0,0,1,14,13,0.5877866649,1.0986122887,2.2082744135,0.8329091229,2.5572273114,3.1179499063,-9.210340372,-1.2039728043,0.8329091229,1.7227665977,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-0.6568152513,3.4576092206,0.12,0.1,6.091290821,7.046624332
630,a.tab.n,l.carib.s,0.5,3.77,0,0,1,17,10,1.3083328197,1.0986122887,2.8449093838,0.8329091229,3.1000922889,3.1179499063,-0.6931471806,-1.2039728043,2.533696814,1.7227665977,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-0.6568152513,3.4576092206,0.07,0.1,6.091290821,0.198481058
640,a.gal10.n,l.conif.n,0.35,5.16,0,0,1,15,12,0.6418538862,0.2623642645,3.5973122606,3.8416005411,3.0955776085,2.533696814,-9.210340372,0.4054651081,0.8329091229,0.955511445,-3.1010927892,-1.9661128564,0.7357276281,-4.9618451299,-0.1438703704,3.4754077295,1.02,0.04,20.55167505,0.356187481
643,a.gal5.s,l.conif.n,0.25,5.16,0,0,1,20,7,0.6931471806,0.2623642645,2.5649493575,3.8416005411,2.4680995315,2.533696814,-2.302585093,0.4054651081,0.955511445,0.955511445,-2.8387285247,-2.8647040111,-0.1036952363,-4.9618451299,-0.1438703704,3.4754077295,0.65,0.04,20.55167505,7.28979367
